Company name,Job Description,Job Role,Skills,Location,Updated
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Data Engineer: Data Platforms-Azure,"data, engineering, azure, technology, python, programming, sql, database, management, data, warehousing, scala, pl, /, sql, nosql, cassandra",Bengaluru / Bangalore,a month ago
accenture,"Project Role: Application Support EngineerProject Role Description: Act as software detectives ,  provide a dynamic service identifying and solving is...",Application Support Engineer,"**, microsoft, sql, database, administration, troubleshooting, database, performance, tuning, backup, and, recovery, database, security, **, python, technical, skills",Bengaluru / Bangalore,a month ago
IBM India Pvt Ltd,"IntroductionIn this role ,  you will work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep techn...",Infrastructure Specialist: System Administration,"infrastructure, support, python, programming, problem, solving, cloud, experience, ci, /, cd, tools, debugging",Pune,a month ago
IQVIA,Job OverviewStatistics / machine learning / big data internsEssential FunctionsUsing machine learning and other data mining techniques to get insights...,Analytics  &  AI solution Intern,"python, programming, data, mining, machine, learning, big, data, analysis, communication, skills, algorithms, author, sql, written, communication",China,a month ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Data Engineer: Data Platforms,"python, /, spark, /, scala, aws, experience, java, programming, big, data, platforms, agile, methodology, elastic, search",Hyderabad/Secunderabad,a month ago
IBM India Pvt Ltd,IntroductionTechnology sales at IBM is evolving its way of working to break beyond boundaries with innovative approaches. Preferring to show vs. tell ...,Platform Engineer  Client Engineering,"hybrid, cloud, ai, technologies, devops, automation, solution, architecture, cloud, programming, python, storage, security, java, consultant, infrastructure",Bengaluru / Bangalore,a month ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Application Developer: SAP UX,"sap, business, technology, platform, btp, services, sapui5, development, java, process, automation, python",Pune,a month ago
Adobe Systems Ltd,Our CompanyChanging the world through digital experiences is what Adobes all about. We give everyonefrom emerging artists to global brandseverything t...,Sr Machine Learning Engineer,"python, pytorch, deep, learning, scalable, training, distributed, training, api, design, fundamentals, orchestration, debugging, machine, learning",Seattle,a month ago
Adobe Systems Ltd,Our CompanyChanging the world through digital experiences is what Adobes all about. We give everyonefrom emerging artists to global brandseverything t...,Software Development Engineer,"python, programming, c, programming, d, graphics, api, design, problem, solving, git, software, engineer, software, engineering",France,a month ago
IBM India Pvt Ltd,"IntroductionAs an Application Developer ,  you will lead IBM into the future by translating system requirements into the design and development of cus...",Full Stack Developer,"python, backend, development, reactjs, with, typescript, nodejs, docker, containers, cloud, platforms, rest, cloud, services, linux",Cochin/ Kochi/ Ernakulam,a month ago
Wipro Technologies Ltd,"Responsibilities:Execute data analysis tasks guided by the architect and lead.  ( cluster / process log analysis ,  code profiling ,  metrics gatherin...",Spark / Scala,"data, analysis, performance, improvement, scala, programming, python, programming, team, collaboration, hive, cloudera, storage, hdfs, hbase",Bengaluru / Bangalore,a month ago
Nvidia Graphics Pvt Ltd,We are looking for a Senior Signal  & amp; Power Integrity Engineer. We work closely with NVIDIA sites in Israel and USA and have access to extensive ...,Senior Signal and Power Integrity Engineer,"high, speed, design, electromagnetics, proficiency, signal, simulation, lab, measurements, team, collaboration, python, layer, 1",Canada,a month ago
Nvidia Graphics Pvt Ltd,"NVIDIA has been transforming computer graphics ,  PC gaming ,  and accelerated computing for more than 25 years. Its a unique legacy of innovation tha...","HPC and AI Infiniband Network Engineer ,  Infrastructure Specialists","infiniband, experience, hpc, infrastructure, automation, skills, customer, satisfaction, leadership, skills, python, computer, graphics, linux",Germany,a month ago
Moody's Corporation,"Experience Level: Experienced HireCategories: Engineering  & amp; TechnologyLocation ( s ) : 1 O'Connell Street ,  Sydney ,  2000 ,  AUAt Moody's ,  w...",Implementation Engineer,"client, communication, problem, solving, technical, training, python, coding, machine, learning, insurance, trading, aml, banking, kyc, risk",Australia,a month ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Data Scientist: Artificial Intelligence,"data, analysis, communication, collaboration, amazon, connect, cloud, technologies, python, ivr, java",Pune,a month ago
DXC Technologies,:DXC Technology es una compaa global de servicios profesionales cuya misin es liderar la transformacin digital de nuestros clientes asesorndoles y gui...,Especialista en Consultora Tecnolgica,"technology, consulting, analytical, skills, teamwork, programming, languages, project, management, c#, python, sql, nosql, pmp, java",Spain,a month ago
Wipro Technologies Ltd,Job Title: Automation EngineerAbout the team: Offshore Model. Direct point of contact for customer for Infrastructure automation using IaC Terraform a...,Automation Engineer,"infrastructure, automation, ansible, terraform, ci, /, cd, kubernetes, storage, documentation, tools, devops, linux, python, team, player, splunk",Pune,a month ago
IBM India Pvt Ltd,"IntroductionAt IBM ,  work is more than a job  its a calling: To build. To design. To code. To consult. To think along with clients and sell. To make ...",Site Reliability Engineer,"sre, /, devops, kubernetes, cloud, technologies, monitoring, tools, capacity, planning, cloud, services, python, orchestration, security",Bengaluru / Bangalore,a month ago
Nvidia Graphics Pvt Ltd,We are looking for a student with experience in Deep Learning  ( DL )  and strong coding skills. Our team works with the most exciting computing hardw...,Deep Learning Deployment Software Student,"deep, learning, coding, python, tensorflow, cuda, optimization, c, programming, artificial, intelligence",Israel,a month ago
Nvidia Graphics Pvt Ltd,"NVIDIA has been transforming computer graphics ,  PC gaming ,  and accelerated computing for 30 years. Its an outstanding legacy of innovation thats m...","Senior Manager ,  Site Reliability Engineering","software, development, distributed, systems, cloud, computing, people, management, public, cloud, python, computer, graphics, security, infrastructure",Bengaluru / Bangalore,a month ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Application Developer: SAP UX,"sap, business, technology, ui, development, java, development, workflow, automation, sap, btp, integration, python, sapui5",Pune,a month ago
accenture,"Project Role: Application DeveloperProject Role Description: Design ,  build ,  and configure applications to meet business process and application re...",Application Developer,"microservices, light, weight, architecture, java, python, docker, kubernetes, aws, azure, security, node.js, api, technical, skills",Bengaluru / Bangalore,a month ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Data Engineer: Data Platforms,"python, /, spark, /, scala, aws, java, programming, big, data, platforms, agile, methodology, elastic, search",Bengaluru / Bangalore,a month ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Package Consultant: SAP HANA SCM MM,"apigee, development, java, script, nodejs, python, oracle, sql, /, plsql, microservices, mobile, spring, boot, consultant",Bengaluru / Bangalore,a month ago
DXC Technologies,"DXC Technology es la principal empresa independiente de servicios informticos integrales del mundo ,  que ayuda a sus clientes a aprovechar el poder d...",Arquitecto / a para modernizacion de aplicaciones,"application, modernization, cloud, consultancy, it, architecture, programming, database, management, python, oracle, microsoft, azure, java, cobol, devops",Una,a month ago
Adobe Systems Ltd,Our CompanyChanging the world through digital experiences is what Adobes all about. We give everyonefrom emerging artists to global brandseverything t...,Machine Learning Engineer 4 - Computer Vision  /  Graphics,"machine, learning, deep, learning, diffusion, models, computer, vision, python, proficiency, algorithms","Bengaluru / Bangalore,  null",a month ago
Sri Balaji Associates,"A well established SPM / Pharma / Food ProcessingMachine manufacturing company at Rabale ,  Navi Mumbai having a vacancyfor Automation Engineer.Electr...",Automation Engineer,"Automation, Engineer, Plc, Programming, Scada, Control, Systems, Instrumentation, Hmi, Drives, Python, c, ++, Java, c#",Navi Mumbai,a month ago
accenture,"Project Role: AI  /  ML EngineerProject Role Description: Develops applications and systems that utilize AI to improve performance and efficiency ,  i...",AI  /  ML Engineer,"natural, language, processing, data, mining, statistical, modeling, python, /, r, programming, ai, applications, algorithms, lucene",Bengaluru / Bangalore,a month ago
DXC Technologies,:Tcnico de Virtualizacin  DXC TechnologyEn DXC usamos el poder de la tecnologa para brindar servicios de TI de misin crtica que nuestros clientes nece...,Tcnico de Virtualizacin,"virtualization, solutions, unix, /, linux, troubleshooting, sds, experience, scripting, knowledge, agile, methodology, python, windowsscripting, unix, /, linux",Una,a month ago
Nvidia Graphics Pvt Ltd,"Want to join a fun ,  creative company that is on the cutting edge of amazing technologies? NVIDIA is developing groundbreaking solutions in some of t...","Software Intern ,  Delivery Operations and Tools","python, ai, /, ml, software, development, deep, learning, devops, fundamentals, artificial, intelligence, softwaredelivery, written, communication",Germany,a month ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Data Engineer: Data Platforms,"big, data, engineering, hadoop, spark, scala, python, aws, s, devops, hive, security, git, apache, java, hbase, infrastructure",Hyderabad/Secunderabad,a month ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Application Data Architect,"snowflake, development, data, warehousing, etl, development, sql, programming, python, programming, information, technology, javascript, api",Pune,a month ago
DXC Technologies,"A little about the departmentA System Administrator within our tooling section will work with implementation ,  configuration and run  & amp; maintain...",System Administrator,"system, administration, linux, /, windows, platforms, javascript, rest, api, troubleshooting, security, mysql, python, system, management, servicenow",,a month ago
DXC Technologies,:DXC Technology is the world's leading independent provider of next-generation end-to-end IT services. Our goal is to shape the digital transformation...,GenAI Engineer - Data & AI  ( m / w / d ),"ai, development, machine, learning, data, science, python, programming, data, analysis, production, manufacturing, cutting",Germany,a month ago
Adobe Systems Ltd,Our CompanyChanging the world through digital experiences is what Adobes all about. We give everyonefrom emerging artists to global brandseverything t...,Sr. Product Manager,"market, research, analysis, product, management, data, engineering, data, science, technical, problem, solving, python, sql, apache","Bengaluru / Bangalore,  null",a month ago
Moody's Corporation,"Experience Level: Experienced HireCategories: Engineering  & amp; TechnologyLocation ( s ) : Quay Building 8th Floor ,  Bagmane Tech Park ,  Bengaluru...",Analytics  &  Modeling Analyst,"quantitative, analysis, model, development, financial, modeling, communication, excel, c, c#, python, written, communication, .net",Bengaluru / Bangalore,a month ago
accenture,"Project Role: Application DeveloperProject Role Description: Design ,  build and configure applications to meet business process and application requi...",Application Developer,"data, science, or, optimization, python, programming, cpg, industry, knowledge, google, cloud, experience, business, process",Ahmedabad,a month ago
autodesk india pvt ltd,Job Requisition ID: 24WD78595Position: Lead Data EngineerLocation: Bengaluru  ( hybrid position ) Responsibilities:Create and maintain optimal data pi...,Lead Software Engineer - Data,"data, engineering, sql, python, aws, technologies, big, data, tools, authoring, data, structures, cloud, services, consultant, infrastructure",Bengaluru / Bangalore,a month ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Data Engineer: Data Platforms,"python, /, spark, /, scala, aws, java, programming, big, data, platforms, agile, methodology, elastic, search",Hyderabad/Secunderabad,a month ago
Adobe Systems Ltd,Our CompanyChanging the world through digital experiences is what Adobes all about. We provide everyonefrom emerging artists to global brandsthe tools...,Machine Learning Engineer,"deep, learning, models, python, and, pytorch, machine, learning, projects, communication, skills, problem, solving, incentives, compensation",Seattle,a month ago
Moody's Corporation,"Experience Level: Experienced HireCategories: Credit Analysis  & amp; ResearchLocation ( s ) : Quay Building 8th Floor ,  Bagmane Tech Park ,  Bengalu...",Data Specialist,"etl, processes, data, quality, management, communication, skills, problem, solving, sql, python, nosql, written, communication",Bengaluru / Bangalore,a month ago
Moody's Corporation,"Experience Level: Experienced HireCategories: Engineering  & amp; TechnologyLocation ( s ) : Avenue Louise 250 ,  1050 ,  Brussels ,  BEData Solutions...",Data Specialist,"etl, processes, data, quality, communication, skills, problem, solving, sql, python, nosql, database, written, communication",Belgium,a month ago
CGI Information Systems and Management Consultants Pvt Ltd,"Position Descriptiontre membre chez CGI vous permettra non seulement dlargir votre champ de comptence sur plusieurs technologies ,  mais vous donnera ...",Dveloppeur DevOps Microsoft  ( Azure ),"cloud, infrastructure, azure, devops, automation, agile, scrum, python, cgi, windows, docker, linux",Canada,a month ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Data Scientist: Artificial Intelligence,"**, data, analysis, python, programming, machine, learning, data, modeling, cloud, technologies, **, algorithms",Bengaluru / Bangalore,a month ago
THE BOSTON GROUP,Who We AreBoston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest o...,AI Solutions Architect - Platinion,"genai, expertise, ai, solution, architecture, machine, learning, programming, languages, data, modeling, artificial, intelligence, python",UK,a month ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Data Engineer: Data Platforms-Azure,"data, engineering, azure, technology, python, sql, databases, data, warehousing, scala, pl, /, sql, nosql, cassandra",Bengaluru / Bangalore,a month ago
THE BOSTON GROUP,Locations:BostonChicagoWashingtonPittsburghNew YorkBrooklynManhattan BeachDallasMiamiSan FranciscoSeattleLos AngelesWho We AreBoston Consulting Group ...,"Data Scientist ,  Campus ,  United States - BCG X","data, science, analytics, machine, learning, project, management, client, facing, algorithms, devops, san, python","Pittsburgh,  San Francisco,  Chicago,  Seattle,  Dallas",a month ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Data Engineer: Data Platforms,"python, spark, scala, aws, java, elastic, search, big, data, java, programming","Delhi,  Delhi/NCR",a month ago
IBM India Pvt Ltd,"Introduction:In this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technic...",Data Engineer: Data Platforms-Google,"multiple, gcp, services, python, and, sql, data, analysis, time, management, interpersonal, skills, composer",Mysoru / Mysore,a month ago
Electrobrain modern technologies pvt ltd,"Job descriptionSupport Data scientists and data engineers by ensuring production ready data ,  model pipelines are deployed to productionManage the en...",Analytics Data science,"Computer, science, Logistic, regression, Coding, Neural, networks, Machine, learning, Python, Data, quality","Agra,  Aligarh,  Allahabad,  Bareilly,  Faizabad",4 days ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Application Developer: SAP UX,"sap, business, technology, platform, sapui, development, java, nodejs, /, python, process, automation, sapui5",Kolkata,a month ago
THE BOSTON GROUP,Who We AreBoston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest o...,"Software Engineering ,  Internship ,  Brazil  X Delivery","software, development, python, programming, java, coding, data, engineering, multilingual, communication, javascript, software, engineering",,a month ago
THE BOSTON GROUP,Who We AreBoston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest o...,"Data Engineering ,  Internship ,  Brazil  X Delivery","data, engineering, python, programming, technology, solutions, problem, solving, collaboration, software, engineering",,a month ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Package Consultant: SAP HANA SCM MM,"apigee, development, java, script, nodejs, python, oracle, sql, /, plsql, mobile, spring, boot, consultant",Pune,a month ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Data Engineer: Data Platforms,"python, programming, aws, experience, scala, coding, big, data, platforms, agile, methodology, elastic, search, java, programming","Delhi,  Delhi/NCR",a month ago
IQVIA,"Level: Early Talent  ( On Campus ) Organization: IQVIAAs an Analyst within IQVIA ,  our steadfast mission drives the acceleration of patients' treatme...",Analyst,"data, analysis, python, r, sas, analytics, technologies, bi, data, visualization, consulting, tableau, analyst",Pune,a month ago
IBM India Pvt Ltd,"IntroductionIn this role ,  youll work in one of our IBM Consulting Client Innovation Centers  ( Delivery Centers )  ,  where we deliver deep technica...",Data Engineer: Big Data-Azure,"data, engineering, azure, technology, python, programming, sql, databases, data, warehousing, scala, pl, /, sql, nosql, cassandra",Bengaluru / Bangalore,a month ago
Dell India,"Secureworks  ( NASDAQ: SCWX )  is a global cybersecurity leader that secures human progress with Secureworks Taegis ,  a SaaS-based ,  open XDR platfo...",Threat Hunter - Senior Advisor,"threat, hunting, python, data, science, security, devices, incident, response, civil, engineering, investigation",,a month ago
Electrobrain modern technologies pvt ltd,"Job descriptionTheGlobal People Analytics  ( GPA )  team is made up of over 300 analytics ,  reporting ,  solution architecture ,  product owner ,  de...",Data Science Analytics,"advanced, analytics, mathematics, data, science, statistical, modeling, big, data, predictive, analytics, python, data, analysis, assistant, manager","Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Delhi/NCR",a month ago
Intel Technology India Pvt Ltd,The ideal candidate should exhibit the following behavioral traits:Good analytical and problem-solving skills with the ability to multitask.Ability to...,Graduate Intern Technical,"analytical, skills, problem, solving, multitasking, ability, strong, communication, adaptability, to, change, c, python, git",,a month ago
Electrobrain modern technologies pvt ltd,"Job descriptionSupport Data scientists and data engineers by ensuring production ready data ,  model pipelines are deployed to productionManage the en...",Analytics Data science,"Computer, science, Logistic, regression, Coding, Neural, networks, Machine, learning, Python, Data, quality","Gondia,  Hinganghat,  Kalyan,  Kolhapur,  Latur",4 days ago
Moody's Corporation,"Experience Level: Experienced HireCategories: Corporate ServicesLocation ( s ) : Elixir Business Park ,  Plot 15A ,  5th - 8th Floor ,  Noida ,  Uttar...",Financial Modeling Services Analyst - Technical,"risk, management, data, analysis, automation, financial, instruments, knowledge, communication, skills, python, written, communication",,a month ago
Moody's Corporation,"Experience Level: Experienced HireCategories: Engineering  & amp; TechnologyLocation ( s ) : MIS Support Center ,  4th floor ,  East Tower ,  Eurocent...",Production Data Engineer,"production, engineering, data, quality, process, improvement, python, programming, sql, analysis, c, technical, skills, github, machine, learning",,a month ago
Electrobrain modern technologies pvt ltd,"Job descriptionSupport Data scientists and data engineers by ensuring production ready data ,  model pipelines are deployed to productionManage the en...",Analytics Data science,"Computer, science, Logistic, regression, Coding, Neural, networks, Machine, learning, Python, Data, quality","Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Delhi/NCR",a month ago
Electrobrain modern technologies pvt ltd,"Job descriptionSupport Data scientists and data engineers by ensuring production ready data ,  model pipelines are deployed to productionManage the en...",Analytics Data science,"Computer, science, Logistic, regression, Coding, Neural, networks, Machine, learning, Python, Data, quality","Akola,  Amravati,  Aurangabad,  Bhiwandi,  Bhusawal",4 days ago
IQVIA,Job OverviewDevelop fit for purpose AIML models / algorithms / processes to address pharma / healthcare applications and innovative products upon comp...,AI Engineer 2,"machine, learning, algorithm, development, statistics, natural, language, processing, data, analysis, algorithms, c, java, python",Bengaluru / Bangalore,a month ago
Electrobrain modern technologies pvt ltd,Job DescriptionJob Title: Data ScientistAbout Us: Dedicated to leveraging data to drive innovation and improve decision-making. We are seeking a skill...,DATA SCIENCE Professional,"Python, deep, learning, machine, learning, artificial, intelligence, data, science, time, series, html","Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Delhi/NCR",a month ago
Electrobrain modern technologies pvt ltd,"Job descriptionSupport Data scientists and data engineers by ensuring production ready data ,  model pipelines are deployed to productionManage the en...",Analytics Data science,"Computer, science, Logistic, regression, Coding, Neural, networks, Machine, learning, Python, Data, quality","Kolar,  Mangalore,  Kannur,  Thiruvananthapuram,  Thrissur",4 days ago
Electrobrain modern technologies pvt ltd,"Job descriptionSupport Data scientists and data engineers by ensuring production ready data ,  model pipelines are deployed to productionManage the en...",Analytics Data science,"Computer, science, Logistic, regression, Coding, Neural, networks, Machine, learning, Python, Data, quality","Pune,  Chandigarh,  Vijayawada,  Visakhapatnam,  Mysoru / Mysore",4 days ago
Electrobrain modern technologies pvt ltd,"Job descriptionSupport Data scientists and data engineers by ensuring production ready data ,  model pipelines are deployed to productionManage the en...",Analytics Data science,"Computer, science, Logistic, regression, Coding, Neural, networks, Machine, learning, Python, Data, quality","Gurgaon,  Hyderabad/Secunderabad,  Kolkata,  Mumbai,  Noida/Greater Noida",4 days ago
Electrobrain modern technologies pvt ltd,Job DescriptionGood understanding of high school level Linear Algebra and Calculus.Basic understanding of machine learning algorithms from Sckit-learn...,"Administartion , Administrative Assist","Neural, networks, data, science, Web, technologies, microservices, Data, Base, Administration, python, ANN","Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Gurgaon",few days ago
krazy mantra hr solutions,Hiring For Gen AI / Prompt EngineerRole: Gen AI / Prompt EngineerDesired ProfileSkills: Design and develop generative AI models and algorithms using G...,Hiring For Gen AI / Prompt Engineer,"generative, ai, modeling, algorithm, development, cloud, platforms, python, programming, ai, projects, algorithms","Chennai,  Pune,  Kolkata",few days ago
Electrobrain modern technologies pvt ltd,"Roles and Responsibilities :Lead a team of Data Scientists ,  PMs ,  and Engineers to deliver high-quality projects on time.Collaborate with clients t...",Delivery Manager,"Cloud, Python, Data, Project, Management, Technical, Analysis, Machine, Learning, Data, Science","Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Delhi/NCR",a month ago
Sigmoid,Sigmoid Analytics is a leading Data solutions company backed by Sequoia Capital. We oer best in- end-to-end data value chain spanning across Data Scie...,Associate Manager Analytics,"programming, (, python, r, sql, nosql, spark, ), ml, tools, &, cloud, technology, (, aws, azure, gcp, ), python, libraries, (, numpy, pandas, scikit, learn, tensor, flow, scapy, scrapy, bert, ), statistics, machine, learning, algorithms, (, svm, random, forest, neural, network, decision, tree, logistic, regression, k, mean",Bengaluru / Bangalore,1 day ago
infinity business solutions pvt ltd,"Posted on: 4-Feb-2017Technical Consultant  /  Architect - Enterprise Monitoring ,  IT InfrastructureLocation: GurgaonExperience: 10 - 14 YrsHiring ,  ...","Technical Consultant  /  Architect - Enterprise Monitoring ,  IT Infrastructure","Enterprise, Monitoring, HP, CA, BMC, Nagios, HP, OML, SCOM, Solarwinds, Dynatrace, New, Relic, App, Dynamics, Ruxit, Cloud, Watch, Data, Dog, Splunk, ELK, Shell, Perl, Python, Scripting, Ansible, SCORCH, Architecture., java, technology, infrastructure, python, messaging, technical, consultant",Gurgaon,few days ago
Google India Pvt Ltd,": Systems Development EngineerLocationMunich ,  GermanyExperience LevelMid - MidApplyShare linkCopy linkEmail a friendMinimum Qualifications:Bachelor'...",Systems Development Engineer,"**, tcp, /, ip, networking, systems, automation, scripting, languages, problem, solving, skills, customer, empathy, **, orchestration, storage, security, linux, perl, python, ruby, infrastructure",Germany,1 day ago
infinity business solutions pvt ltd,"Posted on: 15-Mar-2018ServiceNow Lead Developer - BangaloreLocation: BangaloreExperience: 8 - 15 YrsHiring ,  ServiceNow LeadJob Titles: ServiceNow De...",ServiceNow Lead Developer - Bangalore,"ServiceNow, Development, ITIL, and, Agile, methodologies, PHP, Java, Python, Ruby, Net, or, Perl, Scripting, (, JavaScript, AngularJS, HTML, CSS, Jelly, ), and, Rest, API, Verbal, and, written, communication, skills, css, information, technology, rest, api, business, rules, java, html, python, javascript",Bengaluru / Bangalore,few days ago
Analytics Vidhya,Our Big Data capability team is hiring technologists who can produce beautiful  &  functional code to solve complex analytics' problems. If you are an...,Lead Big Data Engineer,"hive, c, scala, pig, sql, java, apache, python, scripting, git, flume, linux, shell, scripting, hadoop, api, big, data, cloud, computing, hbase, cli, python, oozie, machine, learning, nosql, cassandra, infrastructure, hdfs, sqoop","Gurgaon,  Mumbai,  Bengaluru / Bangalore",few days ago
infinity business solutions pvt ltd,"### - **Posted on:** 4-Dec-2020- **Location:** Cochin  /  Kochi- **Experience:** 12 - 18 Yrs**Hiring , ****Technical Architect Artificial Intelligence...","AI ,  ML TECHNICAL ARCHITECT","1, ), AI, 2, ), ML, 3, ), Technical, Architecture, 4, ), Python, 5, ), Apache, Spark, scala, artificial, intelligence, spring, java, apache, google, api, hadoop, big, data, python, natural, language, processing, microsoft, azure, algorithm, development, machine, learning, node.js, infrastructure",Cochin/ Kochi/ Ernakulam,few days ago
Google India Pvt Ltd,": Systems Development Engineer ,  Customer DeploymentsLocation: Munich ,  GermanyExperience Level: MidMinimum Qualifications:Bachelor's degree in Comp...","Systems Development Engineer ,  Customer Deployments","**, tcp, /, ip, networking, kubernetes, infrastructure, scripting, automation, customer, solutions, engineering, problem, solving, **, orchestration, storage, security, linux, perl, python, os, ruby",Germany,Posted today
infinity business solutions pvt ltd,### **Posted on:** 1-Dec-2020**Lead - Software Development  & amp; Research Informatics**  **Location:** Bangalore  **Experience:** 10 - 20 Yrs  #### ...,Lead - Software Development  &  Research Informatics,"Technical, Architect, Python, Numpy, Pandas, OOPs, APIs, REST, Java, C, Angular, NodeJS, Design, and, Architecture., c, gwt, spring, java, apache, oops, mysql, mongodb, rest, python, cloud, services, node.js, django, written, communication, infrastructure, jsf",Bengaluru / Bangalore,few days ago
Google India Pvt Ltd,"Position: Systems Development Engineer ,  Customer Training ,  Google CloudLocation: Munich ,  GermanyExperience Level: MidMinimum Qualifications:Bach...","Systems Development Engineer ,  Customer Training ,  Google Cloud","**, systems, automation, networking, concepts, scripting, expertise, infrastructure, management, customer, training, **, orchestration, python, storage, security, linux, perl, ruby",Germany,Posted today
Parallel Wireless,"AI Engineer  ( North )  Israel397-Project North  397-Project NorthFull TimeHybridWho you are:A B.Sc. degree in Electrical Engineering ,  Computer Scie...",AI Engineer  ( North )  Israel 397-Project North  397-Project North  /  Full Time  /  Hybrid,"ml, /, ai, applications, linux, environment, python, programming, data, engineering, cellular, networks, algorithms, c, ruby, java, software, engineering, perl",Israel,Posted today
Google India Pvt Ltd,": Software Engineer ,  ML / AI Reference Models ,  Google CloudLocation: Bengaluru ,  Karnataka ,  IndiaExperience Level: MidMinimum Qualifications:Ba...","Software Engineer ,  ML / AI Reference Models ,  Google Cloud","machine, learning, modeling, c, /, c, programming, scripting, languages, hardware, integration, ai, /, ml, architectures, software, engineer, perl, python, infrastructure",Bengaluru / Bangalore,Posted today
Nvidia Graphics Pvt Ltd,"The NVIDIA Architecture group is looking for world class programmer interns to develop the core infrastructure for modeling ,  analysis ,  and debuggi...",C   System Software Engineer Intern - 2025,"**, c, programming, gpu, development, chip, simulation, scripting, languages, compute, architecture, **, cuda, python, os, graphics, opengl, infrastructure, debugging, perl, driver, development",China,1 day ago
Span Idea Systems Pvt Ltd,We are looking for a DevOps Lead Engineer to be responsible for creating software deployment strategies that are essential for the successful deployme...,DevOps Lead,"storage, apache, tomcat, docker, security, git, apache, unix, shell, scripting, iam, devops, linux, api, python, github, windows, infrastructure","Pune,  Bengaluru / Bangalore,  Jodhpur",1 day ago
Capgemini India Pvt Ltd,"At Capgemini Engineering ,  the world leader in engineering services ,  we bring together a global team of engineers ,  scientists ,  and architects t...",IICS | 4 to 12 years | Pune |Chennai|Bangalore,"**, abinitio, etl, development, data, warehousing, concepts, sql, query, building, shell, scripting, unix, big, data, technologies, **, hive, python, impala",Bengaluru / Bangalore,Posted today
aditadv tech private limited,"Required Skills  &  Experience: Key Skills: Must have mastery over Languages like Node Js ,  PHP ,  Python ,  Ruby ,  etc.at least 4 years of hands-on...",Heroku  /  AWS Developer,"solution, designer, sql, docker, salesforce, git, apache, heroku, mongodb, crm, rest, python, github, ruby, cassandra, php, splunk","Noida/Greater Noida,  Delhi,  Chennai,  Delhi/NCR",1 day ago
